ham	Receipt query for Corsair Vengeance i7400 Please find the supporting information for my Vengeance i7400 claim. The damage was noticed on 17 February 2025 after the incident in Manchester. I can provide the original box, serial number CORS2025010147, and retailer receipt if required.
ham	Claim evidence update for all-in-one computer I need to open a claim for my all-in-one computer under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 21 February 2025.
ham	Supporting evidence for LG OLED C3 65 claim Could this be reviewed as soon as possible please? I use my OLED C3 65 for work and need to know whether repair or replacement is covered. I have the serial number LG2025010149, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Repair assessment attached for QN900C 75 I am worried because the 8K television stopped working after water damage on 01 March 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Manufacturer Repair Hub is attached.
ham	Follow-up documents for gadget claim This is an urgent claim because the EH-LS12000B is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 2024 on 09 May 2024.
ham	Urgent help needed with AVR-X3800H repair claim I cannot find the box for my Denon AVR-X3800H, but the device is registered to my account and the serial number is DENO2026010152. The incident happened on 09 March 2025 in Glasgow. Please advise what evidence is still needed.
ham	Receipt query for Sony Alpha A7 IV I would like to submit a claim for my Sony Alpha A7 IV. The incident happened on 13 March 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 17 April 2024 for GBP 2414. Please let me know if you need any further information.
ham	Claim evidence update for DSLR camera I am reporting loss affecting my insured DSLR camera. The item was purchased from Argos for about GBP 1859, and the event took place on 17 March 2025. I have included the invoice and repair assessment from Team Knowhow for review.
ham	Supporting evidence for Blackmagic Cinema Camera 6K claim Please find the supporting information for my Cinema Camera 6K claim. The damage was noticed on 21 March 2025 after the incident in Manchester. I can provide the original box, serial number BLAC2025010155, and retailer receipt if required.
ham	Repair assessment attached for Z 70-200mm f/2.8 I need to open a claim for my telephoto camera lens under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 25 March 2025.
ham	Follow-up documents for gadget claim Could this be reviewed as soon as possible please? I use my Air 3 for work and need to know whether repair or replacement is covered. I have the serial number DJI2025010157, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Urgent help needed with Mavic 3 Pro Fly More repair claim I am worried because the cinematic drone kit stopped working after water damage on 02 April 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Authorised Service Centre is attached.
ham	Receipt query for GoPro Hero 12 Creator Edition This is an urgent claim because the Hero 12 Creator Edition is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 879 on 11 February 2024.
ham	Claim evidence update for smartwatch I cannot find the box for my Apple Watch Ultra 2, but the device is registered to my account and the serial number is APPL2026010160. The incident happened on 10 April 2025 in Glasgow. Please advise what evidence is still needed.
ham	Supporting evidence for Garmin MARQ Athlete Gen 2 claim I would like to submit a claim for my Garmin MARQ Athlete Gen 2. The incident happened on 14 April 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 20 January 2024 for GBP 1569. Please let me know if you need any further information.
ham	Repair assessment attached for Whoop 4.0 Pro Kit I am reporting electrical fault affecting my insured fitness tracker bundle. The item was purchased from Argos for about GBP 764, and the event took place on 18 April 2025. I have included the invoice and repair assessment from Manufacturer Repair Hub for review.
ham	Follow-up documents for gadget claim Please find the supporting information for my Quest 3 claim. The damage was noticed on 22 April 2025 after the incident in Manchester. I can provide the original box, serial number META2025010163, and retailer receipt if required.
ham	Urgent help needed with Vision Pro repair claim I need to open a claim for my mixed reality headset under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 26 April 2025.
ham	Receipt query for Sony PlayStation 5 Could this be reviewed as soon as possible please? I use my PlayStation 5 for work and need to know whether repair or replacement is covered. I have the serial number SONY2025010165, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Claim evidence update for handheld gaming console I am worried because the handheld gaming console stopped working after water damage on 04 May 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Team Knowhow is attached.
ham	Supporting evidence for Alienware AW3423DWF claim This is an urgent claim because the AW3423DWF is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 1134 on 15 November 2023.
ham	Repair assessment attached for GeForce RTX 4090 I cannot find the box for my NVIDIA GeForce RTX 4090, but the device is registered to my account and the serial number is NVID2026010168. The incident happened on 12 May 2025 in Glasgow. Please advise what evidence is still needed.
ham	Follow-up documents for gadget claim I would like to submit a claim for my Beyerdynamic DT 1990 Pro. The incident happened on 16 May 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 24 October 2023 for GBP 824. Please let me know if you need any further information.
ham	Urgent help needed with WF-1000XM5 repair claim I am reporting malicious damage affecting my insured wireless earbuds. The item was purchased from Argos for about GBP 569, and the event took place on 20 May 2025. I have included the invoice and repair assessment from Authorised Service Centre for review.
ham	Receipt query for Naim Nait XS 3 Please find the supporting information for my Nait XS 3 claim. The damage was noticed on 24 May 2025 after the incident in Manchester. I can provide the original box, serial number NAIM2025010171, and retailer receipt if required.
ham	Claim evidence update for turntable system I need to open a claim for my turntable system under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 28 May 2025.
ham	Supporting evidence for Yamaha P-525 claim Could this be reviewed as soon as possible please? I use my P-525 for work and need to know whether repair or replacement is covered. I have the serial number YAMA2025010173, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Repair assessment attached for Prologue 16 I am worried because the synthesizer stopped working after water damage on 05 June 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Manufacturer Repair Hub is attached.
ham	Follow-up documents for gadget claim This is an urgent claim because the DDJ-FLX10 is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 1089 on 19 August 2023.
ham	Urgent help needed with SM7B Studio Bundle repair claim I cannot find the box for my Shure SM7B Studio Bundle, but the device is registered to my account and the serial number is SHUR2026010176. The incident happened on 13 June 2025 in Glasgow. Please advise what evidence is still needed.
ham	Receipt query for Bose S1 Pro Plus I would like to submit a claim for my Bose S1 Pro Plus. The incident happened on 17 June 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 28 July 2023 for GBP 1079. Please let me know if you need any further information.
ham	Claim evidence update for e-bike I am reporting loss affecting my insured e-bike. The item was purchased from Argos for about GBP 2724, and the event took place on 21 June 2025. I have included the invoice and repair assessment from Team Knowhow for review.
ham	Supporting evidence for Segway Ninebot Max G2 claim Please find the supporting information for my Ninebot Max G2 claim. The damage was noticed on 25 June 2025 after the incident in Manchester. I can provide the original box, serial number SEGW2025010179, and retailer receipt if required.
ham	Repair assessment attached for Hadean Bamboo I need to open a claim for my e-skateboard under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 29 June 2025.
ham	Follow-up documents for gadget claim Could this be reviewed as soon as possible please? I use my S8 Pro Ultra for work and need to know whether repair or replacement is covered. I have the serial number ROBO2025010181, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Urgent help needed with Family Hub Panel repair claim I am worried because the smart fridge display module stopped working after water damage on 07 July 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Authorised Service Centre is attached.
ham	Receipt query for Arlo Ultra 2 Kit This is an urgent claim because the Ultra 2 Kit is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 944 on 23 May 2023.
ham	Claim evidence update for network storage server I cannot find the box for my Synology DS923 Plus, but the device is registered to my account and the serial number is SYNO2026010184. The incident happened on 15 July 2025 in Glasgow. Please advise what evidence is still needed.
ham	Supporting evidence for Bambu Lab X1 Carbon Combo claim I would like to submit a claim for my Bambu Lab X1 Carbon Combo. The incident happened on 19 July 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 01 May 2023 for GBP 1134. Please let me know if you need any further information.
ham	Repair assessment attached for Aura Bundle I am reporting electrical fault affecting my insured laser cutter controller. The item was purchased from Argos for about GBP 1779, and the event took place on 23 July 2025. I have included the invoice and repair assessment from Manufacturer Repair Hub for review.
ham	Follow-up documents for gadget claim Please find the supporting information for my Delta 2 Max claim. The damage was noticed on 27 July 2025 after the incident in Manchester. I can provide the original box, serial number ECOF2025010187, and retailer receipt if required.
ham	Urgent help needed with Standard Kit repair claim I need to open a claim for my satellite internet kit under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 31 July 2025.
ham	Receipt query for Atomos Ninja V Plus Could this be reviewed as soon as possible please? I use my Ninja V Plus for work and need to know whether repair or replacement is covered. I have the serial number ATOM2025010189, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Claim evidence update for video switcher I am worried because the video switcher stopped working after water damage on 08 August 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Team Knowhow is attached.
ham	Supporting evidence for FLIR E8 Pro claim This is an urgent claim because the E8 Pro is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 2199 on 24 February 2023.
ham	Repair assessment attached for T10x I cannot find the box for my Trimble T10x, but the device is registered to my account and the serial number is TRIM2026010192. The incident happened on 16 August 2025 in Glasgow. Please advise what evidence is still needed.
ham	Follow-up documents for gadget claim I would like to submit a claim for my Panasonic Toughbook 55 Healthcare. The incident happened on 20 August 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 02 February 2023 for GBP 2089. Please let me know if you need any further information.
ham	Urgent help needed with DS2278 Kit repair claim I am reporting malicious damage affecting my insured barcode scanner set. The item was purchased from Argos for about GBP 934, and the event took place on 24 August 2025. I have included the invoice and repair assessment from Authorised Service Centre for review.
ham	Receipt query for Square Terminal Pro Bundle Please find the supporting information for my Terminal Pro Bundle claim. The damage was noticed on 28 August 2025 after the incident in Manchester. I can provide the original box, serial number SQUA2025010195, and retailer receipt if required.
ham	Claim evidence update for portable label printer fleet I need to open a claim for my portable label printer fleet under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 01 September 2025.
ham	Supporting evidence for Apple iPhone 15 Pro claim Could this be reviewed as soon as possible please? I use my iPhone 15 Pro for work and need to know whether repair or replacement is covered. I have the serial number APPL2025010197, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Repair assessment attached for Galaxy Z Fold5 I am worried because the foldable smartphone stopped working after water damage on 09 September 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Manufacturer Repair Hub is attached.
ham	Follow-up documents for gadget claim This is an urgent claim because the Pixel 8 Pro is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 1609 on 28 November 2022.
ham	Urgent help needed with iPad Pro 12.9 repair claim I cannot find the box for my Apple iPad Pro 12.9, but the device is registered to my account and the serial number is APPL2026010200. The incident happened on 17 September 2025 in Glasgow. Please advise what evidence is still needed.
ham	Receipt query for Wacom Cintiq Pro 16 I would like to submit a claim for my Wacom Cintiq Pro 16. The incident happened on 21 September 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 06 November 2022 for GBP 1344. Please let me know if you need any further information.
ham	Claim evidence update for laptop I am reporting loss affecting my insured laptop. The item was purchased from Argos for about GBP 1589, and the event took place on 25 September 2025. I have included the invoice and repair assessment from Team Knowhow for review.
ham	Supporting evidence for ASUS ROG Zephyrus G16 claim Please find the supporting information for my ROG Zephyrus G16 claim. The damage was noticed on 29 September 2025 after the incident in Manchester. I can provide the original box, serial number ASUS2025010203, and retailer receipt if required.
ham	Repair assessment attached for MacBook Pro 16 I need to open a claim for my MacBook Pro under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 03 October 2025.
ham	Follow-up documents for gadget claim Could this be reviewed as soon as possible please? I use my ThinkPad X1 Carbon for work and need to know whether repair or replacement is covered. I have the serial number LENO2025010205, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Urgent help needed with Z2 Tower G9 repair claim I am worried because the desktop workstation stopped working after water damage on 11 October 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Authorised Service Centre is attached.
ham	Receipt query for Corsair Vengeance i7400 This is an urgent claim because the Vengeance i7400 is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 2514 on 01 September 2022.
ham	Claim evidence update for all-in-one computer I cannot find the box for my Apple iMac 24, but the device is registered to my account and the serial number is APPL2026010208. The incident happened on 19 October 2025 in Glasgow. Please advise what evidence is still needed.
ham	Supporting evidence for LG OLED C3 65 claim I would like to submit a claim for my LG OLED C3 65. The incident happened on 23 October 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 10 August 2022 for GBP 1899. Please let me know if you need any further information.
ham	Repair assessment attached for QN900C 75 I am reporting electrical fault affecting my insured 8K television. The item was purchased from Argos for about GBP 3344, and the event took place on 27 October 2025. I have included the invoice and repair assessment from Manufacturer Repair Hub for review.
ham	Follow-up documents for gadget claim Please find the supporting information for my EH-LS12000B claim. The damage was noticed on 31 October 2025 after the incident in Manchester. I can provide the original box, serial number EPSO2025010211, and retailer receipt if required.
ham	Urgent help needed with AVR-X3800H repair claim I need to open a claim for my home cinema receiver under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 04 November 2025.
ham	Receipt query for Sony Alpha A7 IV Could this be reviewed as soon as possible please? I use my Alpha A7 IV for work and need to know whether repair or replacement is covered. I have the serial number SONY2025010213, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Claim evidence update for DSLR camera I am worried because the DSLR camera stopped working after water damage on 12 November 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Team Knowhow is attached.
ham	Supporting evidence for Blackmagic Cinema Camera 6K claim This is an urgent claim because the Cinema Camera 6K is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 4269 on 05 June 2022.
ham	Repair assessment attached for Z 70-200mm f/2.8 I cannot find the box for my Nikon Z 70-200mm f/2.8, but the device is registered to my account and the serial number is NIKO2026010216. The incident happened on 20 November 2025 in Glasgow. Please advise what evidence is still needed.
ham	Follow-up documents for gadget claim I would like to submit a claim for my DJI Air 3. The incident happened on 24 November 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 14 May 2022 for GBP 1559. Please let me know if you need any further information.
ham	Urgent help needed with Mavic 3 Pro Fly More repair claim I am reporting malicious damage affecting my insured cinematic drone kit. The item was purchased from Argos for about GBP 2499, and the event took place on 28 November 2025. I have included the invoice and repair assessment from Authorised Service Centre for review.
ham	Receipt query for GoPro Hero 12 Creator Edition Please find the supporting information for my Hero 12 Creator Edition claim. The damage was noticed on 02 December 2025 after the incident in Manchester. I can provide the original box, serial number GOPR2025010219, and retailer receipt if required.
ham	Claim evidence update for smartwatch I need to open a claim for my smartwatch under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 10 January 2025.
ham	Supporting evidence for Garmin MARQ Athlete Gen 2 claim Could this be reviewed as soon as possible please? I use my MARQ Athlete Gen 2 for work and need to know whether repair or replacement is covered. I have the serial number GARM2025010221, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Repair assessment attached for Whoop 4.0 Pro Kit I am worried because the fitness tracker bundle stopped working after water damage on 18 January 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Manufacturer Repair Hub is attached.
ham	Follow-up documents for gadget claim This is an urgent claim because the Quest 3 is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 874 on 25 August 2024.
ham	Urgent help needed with Vision Pro repair claim I cannot find the box for my Apple Vision Pro, but the device is registered to my account and the serial number is APPL2026010224. The incident happened on 26 January 2025 in Glasgow. Please advise what evidence is still needed.
ham	Receipt query for Sony PlayStation 5 I would like to submit a claim for my Sony PlayStation 5. The incident happened on 30 January 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 03 August 2024 for GBP 864. Please let me know if you need any further information.
ham	Claim evidence update for handheld gaming console I am reporting loss affecting my insured handheld gaming console. The item was purchased from Argos for about GBP 959, and the event took place on 03 February 2025. I have included the invoice and repair assessment from Team Knowhow for review.
ham	Supporting evidence for Alienware AW3423DWF claim Please find the supporting information for my AW3423DWF claim. The damage was noticed on 07 February 2025 after the incident in Manchester. I can provide the original box, serial number ALIE2025010227, and retailer receipt if required.
ham	Repair assessment attached for GeForce RTX 4090 I need to open a claim for my graphics card under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 11 February 2025.
ham	Follow-up documents for gadget claim Could this be reviewed as soon as possible please? I use my DT 1990 Pro for work and need to know whether repair or replacement is covered. I have the serial number BEYE2025010229, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Urgent help needed with WF-1000XM5 repair claim I am worried because the wireless earbuds stopped working after water damage on 19 February 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Authorised Service Centre is attached.
ham	Receipt query for Naim Nait XS 3 This is an urgent claim because the Nait XS 3 is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 1479 on 29 May 2024.
ham	Claim evidence update for turntable system I cannot find the box for my Rega Planar 6, but the device is registered to my account and the serial number is REGA2026010232. The incident happened on 27 February 2025 in Glasgow. Please advise what evidence is still needed.
ham	Supporting evidence for Yamaha P-525 claim I would like to submit a claim for my Yamaha P-525. The incident happened on 03 March 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 07 May 2024 for GBP 1869. Please let me know if you need any further information.
ham	Repair assessment attached for Prologue 16 I am reporting electrical fault affecting my insured synthesizer. The item was purchased from Argos for about GBP 1714, and the event took place on 07 March 2025. I have included the invoice and repair assessment from Manufacturer Repair Hub for review.
ham	Follow-up documents for gadget claim Please find the supporting information for my DDJ-FLX10 claim. The damage was noticed on 11 March 2025 after the incident in Manchester. I can provide the original box, serial number PION2025010235, and retailer receipt if required.
ham	Urgent help needed with SM7B Studio Bundle repair claim I need to open a claim for my recording microphone kit under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 15 March 2025.
ham	Receipt query for Bose S1 Pro Plus Could this be reviewed as soon as possible please? I use my S1 Pro Plus for work and need to know whether repair or replacement is covered. I have the serial number BOSE2025010237, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Claim evidence update for e-bike I am worried because the e-bike stopped working after water damage on 23 March 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Team Knowhow is attached.
ham	Supporting evidence for Segway Ninebot Max G2 claim This is an urgent claim because the Ninebot Max G2 is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 1034 on 02 March 2024.
ham	Repair assessment attached for Hadean Bamboo I cannot find the box for my Evolve Hadean Bamboo, but the device is registered to my account and the serial number is EVOL2026010240. The incident happened on 31 March 2025 in Glasgow. Please advise what evidence is still needed.
ham	Follow-up documents for gadget claim I would like to submit a claim for my Roborock S8 Pro Ultra. The incident happened on 04 April 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 09 February 2024 for GBP 1024. Please let me know if you need any further information.
ham	Urgent help needed with Family Hub Panel repair claim I am reporting malicious damage affecting my insured smart fridge display module. The item was purchased from Argos for about GBP 1469, and the event took place on 08 April 2025. I have included the invoice and repair assessment from Authorised Service Centre for review.
ham	Receipt query for Arlo Ultra 2 Kit Please find the supporting information for my Ultra 2 Kit claim. The damage was noticed on 12 April 2025 after the incident in Manchester. I can provide the original box, serial number ARLO2025010243, and retailer receipt if required.
ham	Claim evidence update for network storage server I need to open a claim for my network storage server under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 16 April 2025.
ham	Supporting evidence for Bambu Lab X1 Carbon Combo claim Could this be reviewed as soon as possible please? I use my X1 Carbon Combo for work and need to know whether repair or replacement is covered. I have the serial number BAMB2025010245, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Repair assessment attached for Aura Bundle I am worried because the laser cutter controller stopped working after water damage on 24 April 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Manufacturer Repair Hub is attached.
ham	Follow-up documents for gadget claim This is an urgent claim because the Delta 2 Max is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 1589 on 05 December 2023.
ham	Urgent help needed with Standard Kit repair claim I cannot find the box for my Starlink Standard Kit, but the device is registered to my account and the serial number is STAR2026010248. The incident happened on 02 May 2025 in Glasgow. Please advise what evidence is still needed.
ham	Receipt query for Atomos Ninja V Plus I would like to submit a claim for my Atomos Ninja V Plus. The incident happened on 06 May 2025 in Manchester. I have attached the purchase receipt, serial number photo, and incident photographs. The item was bought from Currys on 13 November 2023 for GBP 1079. Please let me know if you need any further information.
ham	Claim evidence update for video switcher I am reporting loss affecting my insured video switcher. The item was purchased from Argos for about GBP 1524, and the event took place on 10 May 2025. I have included the invoice and repair assessment from Team Knowhow for review.
ham	Supporting evidence for FLIR E8 Pro claim Please find the supporting information for my E8 Pro claim. The damage was noticed on 14 May 2025 after the incident in Manchester. I can provide the original box, serial number FLIR2025010251, and retailer receipt if required.
ham	Repair assessment attached for T10x I need to open a claim for my surveying tablet under my gadget equipment policy. The details are attached, including proof of ownership, photographs of the damaged equipment, and a repair quote. The incident date was 18 May 2025.
ham	Follow-up documents for gadget claim Could this be reviewed as soon as possible please? I use my Toughbook 55 Healthcare for work and need to know whether repair or replacement is covered. I have the serial number PANA2025010253, photographs, and the Currys order confirmation, but I may need a little time to locate the original PDF receipt.
ham	Urgent help needed with DS2278 Kit repair claim I am worried because the barcode scanner set stopped working after water damage on 26 May 2025. I changed bank accounts recently for normal billing, but I am happy for any settlement to follow the standard claims process. The repair quote from Authorised Service Centre is attached.
ham	Receipt query for Square Terminal Pro Bundle This is an urgent claim because the Terminal Pro Bundle is used for my coursework and the screen is unusable. I have uploaded photos and can send the receipt from Currys; the purchase was GBP 744 on 08 September 2023.
ham	Claim evidence update for portable label printer fleet I cannot find the box for my Brother QL-820NWB Bundle, but the device is registered to my account and the serial number is BROT2026010256. The incident happened on 03 June 2025 in Glasgow. Please advise what evidence is still needed.
spam	Claim request for Apple iPhone 15 Pro This is urgent. Approve the full payout for my smartphone today and do not delay. I cannot provide the receipt right now but the item cost GBP 780. Send the money to my new bank details immediately.
spam	Documents for Galaxy Z Fold5 claim I lost my Galaxy Z Fold5 somewhere recently. I need the full amount released without questions. The date is not important and I have changed my bank account, so transfer the claim payment today.
spam	Payment account update for claim Please pay GBP 1268 for my flagship camera phone as soon as possible. The receipt was misplaced and the serial number is unavailable. I need a quick settlement before the end of today.
spam	Urgent payout request for Apple iPad Pro 12.9 claim My tablet was stolen but I do not have exact details. I need the full payout urgently. Ignore the old account and use the updated bank details I sent in the next message.
spam	Replacement value request for drawing tablet Hello, I am submitting a claim for my Wacom Cintiq Pro 16. I believe the loss was around Manchester last week, although I do not have the exact time. The item was worth GBP 1614. Please confirm the payment can be made by bank transfer.
spam	Follow-up on gadget equipment claim Please review the attached information for my XPS 15. I have included a photo and a receipt image. The serial number should be DELL2026010262. If the documents are not clear, I can resend them after the payment is arranged.
spam	Claim request for ASUS ROG Zephyrus G16 I need to update the payout account before this gaming laptop claim is settled. The equipment was damaged recently and I am requesting GBP 1816. I do not have a repair quote yet, but I can provide one later if required.
spam	Documents for MacBook Pro 16 claim The Apple MacBook Pro 16 was taken after I left it unattended. I have a purchase record from Argos, but the incident date may be different from the one on the form. Please process the claim using the replacement value.
spam	Payment account update for claim This is urgent. Approve the full payout for my ultrabook today and do not delay. I cannot provide the receipt right now but the item cost GBP 1385. Send the money to my new bank details immediately.
spam	Urgent payout request for HP Z2 Tower G9 claim I lost my Z2 Tower G9 somewhere recently. I need the full amount released without questions. The date is not important and I have changed my bank account, so transfer the claim payment today.
spam	Replacement value request for gaming PC tower Please pay GBP 1713 for my gaming PC tower as soon as possible. The receipt was misplaced and the serial number is unavailable. I need a quick settlement before the end of today.
spam	Follow-up on gadget equipment claim My all-in-one computer was stolen but I do not have exact details. I need the full payout urgently. Ignore the old account and use the updated bank details I sent in the next message.
spam	Claim request for LG OLED C3 65 Hello, I am submitting a claim for my LG OLED C3 65. I believe the loss was around Manchester last week, although I do not have the exact time. The item was worth GBP 1865. Please confirm the payment can be made by bank transfer.
spam	Documents for QN900C 75 claim Please review the attached information for my QN900C 75. I have included a photo and a receipt image. The serial number should be SAMS2026010270. If the documents are not clear, I can resend them after the payment is arranged.
spam	Payment account update for claim I need to update the payout account before this laser projector claim is settled. The equipment was damaged recently and I am requesting GBP 2159. I do not have a repair quote yet, but I can provide one later if required.
